%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2020 268 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.00000 78.19 16.70 101.40 18.00 108.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 84.00 105.00 -999.00
2020 268 7 30 -999.00 -999.00 -999.00 -999.00 -999.00 0.80000 74.34 17.50 101.40 18.00 157.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 123.00 106.00 -999.00
2020 268 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 72.75 18.30 101.40 19.00 178.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 154.00 59.00 -999.00
2020 268 8 30 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 67.94 19.40 101.40 19.00 231.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 195.00 74.00 -999.00
2020 268 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 66.57 20.40 101.40 19.00 313.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 243.00 127.00 -999.00
2020 268 9 30 -999.00 -999.00 -999.00 -999.00 -999.00 0.80000 62.99 21.30 101.40 20.00 462.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 253.00 339.00 -999.00
2020 268 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.90000 60.17 22.10 101.40 20.00 518.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 259.00 389.00 -999.00
2020 268 10 30 -999.00 -999.00 -999.00 -999.00 -999.00 1.00000 58.38 22.60 101.40 21.00 452.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 331.00 172.00 -999.00
2020 268 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 55.03 23.20 101.40 21.00 428.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 342.00 117.00 -999.00
2020 268 11 30 -999.00 -999.00 -999.00 -999.00 -999.00 1.20000 53.72 23.60 101.40 22.00 388.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 333.00 74.00 -999.00
2020 268 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.30000 51.43 24.00 101.40 23.00 240.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 230.00 14.00 -999.00
2020 268 12 30 -999.00 -999.00 -999.00 -999.00 -999.00 1.30000 50.51 24.30 101.40 23.00 305.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 258.00 64.00 -999.00
2020 268 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 49.50 24.60 101.30 24.00 349.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 302.00 66.00 -999.00
2020 268 13 30 -999.00 -999.00 -999.00 -999.00 -999.00 1.50000 49.50 24.60 101.30 25.00 224.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 216.00 12.00 -999.00
2020 268 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.50000 49.75 24.60 101.30 25.00 162.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 160.00 4.00 -999.00
